timestamp,event_type,details
2025-06-14 05:08:58,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:09:02,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:09:03,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:09:07,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:09:09,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:09:13,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:09:14,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:09:18,App Switch,"{'previous_window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor', 'new_window': 'Channel content - YouTube Studio - Opera', 'duration_in_previous_window': 259.6}"
2025-06-14 05:09:18,Distraction,{'window': 'Channel content - YouTube Studio - Opera'}
2025-06-14 05:09:19,Distraction,{'window': 'Channel content - YouTube Studio - Opera'}
2025-06-14 05:09:23,App Switch,"{'previous_window': 'Channel content - YouTube Studio - Opera', 'new_window': 'projectscanner/project_scanner.py at main · Dadudekc/projectscanner - Opera', 'duration_in_previous_window': 5.09}"
2025-06-14 05:09:23,Distraction,{'window': 'projectscanner/project_scanner.py at main · Dadudekc/projectscanner - Opera'}
2025-06-14 05:09:24,Distraction,{'window': 'projectscanner/project_scanner.py at main · Dadudekc/projectscanner - Opera'}
2025-06-14 05:09:28,App Switch,"{'previous_window': 'projectscanner/project_scanner.py at main · Dadudekc/projectscanner - Opera', 'new_window': 'New conversation · GitHub Copilot - Opera', 'duration_in_previous_window': 5.08}"
2025-06-14 05:09:29,Distraction,{'window': 'New conversation · GitHub Copilot - Opera'}
2025-06-14 05:09:29,Distraction,{'window': 'New conversation · GitHub Copilot - Opera'}
2025-06-14 05:09:34,Distraction,{'window': 'New conversation · GitHub Copilot - Opera'}
2025-06-14 05:09:34,Distraction,{'window': 'New conversation · GitHub Copilot - Opera'}
2025-06-14 05:09:39,App Switch,"{'previous_window': 'New conversation · GitHub Copilot - Opera', 'new_window': 'Cursor agent coordinates in victor.os configuration · GitHub Copilot - Opera', 'duration_in_previous_window': 10.17}"
2025-06-14 05:09:39,Work App Usage,{'window': 'Cursor agent coordinates in victor.os configuration · GitHub Copilot - Opera'}
2025-06-14 05:09:39,Work App Usage,{'window': 'Cursor agent coordinates in victor.os configuration · GitHub Copilot - Opera'}
2025-06-14 05:09:44,App Switch,"{'previous_window': 'Cursor agent coordinates in victor.os configuration · GitHub Copilot - Opera', 'new_window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor', 'duration_in_previous_window': 5.06}"
2025-06-14 05:09:44,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:09:44,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:09:49,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:09:49,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:09:54,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:09:55,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:09:59,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:10:00,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:10:04,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:10:05,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:10:09,App Switch,"{'previous_window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor', 'new_window': 'ChatGPT', 'duration_in_previous_window': 25.31}"
2025-06-14 05:10:09,Work App Usage,{'window': 'ChatGPT'}
2025-06-14 05:10:10,Work App Usage,{'window': 'ChatGPT'}
2025-06-14 05:10:14,App Switch,"{'previous_window': 'ChatGPT', 'new_window': 'pattern_delete.py - Untitled (Workspace) - Cursor', 'duration_in_previous_window': 5.1}"
2025-06-14 05:10:14,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:10:15,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:10:20,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:10:20,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:10:25,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:10:25,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:10:30,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:10:30,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:10:35,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:10:35,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:10:40,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:10:40,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:10:45,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:10:45,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:10:50,App Switch,"{'previous_window': 'pattern_delete.py - Untitled (Workspace) - Cursor', 'new_window': 'discord_dispatcher.py - chat_mate - Cursor', 'duration_in_previous_window': 35.8}"
2025-06-14 05:10:50,App Switch,"{'previous_window': 'pattern_delete.py - Untitled (Workspace) - Cursor', 'new_window': 'discord_dispatcher.py - chat_mate - Cursor', 'duration_in_previous_window': 35.94}"
2025-06-14 05:10:50,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:10:51,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:10:56,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:10:56,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:11:01,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:11:01,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:11:06,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:11:06,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:11:11,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:11:11,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:11:16,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:11:16,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:11:21,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:11:21,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:11:26,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:11:26,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:11:31,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:11:31,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:11:36,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:11:36,Work App Usage,{'window': 'discord_dispatcher.py - chat_mate - Cursor'}
2025-06-14 05:11:41,App Switch,"{'previous_window': 'discord_dispatcher.py - chat_mate - Cursor', 'new_window': 'pattern_delete.py - Untitled (Workspace) - Cursor', 'duration_in_previous_window': 50.53}"
2025-06-14 05:11:41,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:11:41,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:11:46,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:11:47,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:11:51,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:11:52,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:11:56,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:11:57,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:12:01,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:12:02,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:12:06,App Switch,"{'previous_window': 'pattern_delete.py - Untitled (Workspace) - Cursor', 'new_window': 'ChatGPT', 'duration_in_previous_window': 25.29}"
2025-06-14 05:12:07,Work App Usage,{'window': 'ChatGPT'}
2025-06-14 05:12:07,Work App Usage,{'window': 'ChatGPT'}
2025-06-14 05:12:12,App Switch,"{'previous_window': 'ChatGPT', 'new_window': 'pattern_delete.py - Untitled (Workspace) - Cursor', 'duration_in_previous_window': 5.08}"
2025-06-14 05:12:12,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:12:12,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:12:17,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:12:17,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:12:22,App Switch,"{'previous_window': 'pattern_delete.py - Untitled (Workspace) - Cursor', 'new_window': 'ChatGPT', 'duration_in_previous_window': 10.2}"
2025-06-14 05:12:22,Work App Usage,{'window': 'ChatGPT'}
2025-06-14 05:12:22,Work App Usage,{'window': 'ChatGPT'}
2025-06-14 05:12:27,Work App Usage,{'window': 'ChatGPT'}
2025-06-14 05:12:27,Work App Usage,{'window': 'ChatGPT'}
2025-06-14 05:12:32,App Switch,"{'previous_window': 'ChatGPT', 'new_window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor', 'duration_in_previous_window': 10.21}"
2025-06-14 05:12:32,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:12:32,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:12:37,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:12:38,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:12:42,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:12:43,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:12:48,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:12:48,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:12:53,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:12:53,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:12:58,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:12:58,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:03,App Switch,"{'previous_window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor', 'new_window': 'pattern_delete.py - Untitled (Workspace) - Cursor', 'duration_in_previous_window': 30.58}"
2025-06-14 05:13:03,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:03,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:08,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:08,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:13,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:13,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:18,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:19,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:24,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:24,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:29,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:29,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:34,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:34,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:39,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:39,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:44,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:44,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:49,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:49,Work App Usage,{'window': 'pattern_delete.py - Untitled (Workspace) - Cursor'}
2025-06-14 05:13:54,App Switch,"{'previous_window': 'pattern_delete.py - Untitled (Workspace) - Cursor', 'new_window': 'Unknown', 'duration_in_previous_window': 51.28}"
2025-06-14 05:13:54,Distraction,{'window': 'Unknown'}
2025-06-14 05:13:54,Distraction,{'window': 'Unknown'}
2025-06-14 05:14:00,App Switch,"{'previous_window': 'Unknown', 'new_window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor', 'duration_in_previous_window': 5.12}"
2025-06-14 05:14:00,App Switch,"{'previous_window': 'Unknown', 'new_window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor', 'duration_in_previous_window': 5.17}"
2025-06-14 05:14:00,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:00,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:05,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:05,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:10,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:10,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:15,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:15,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:20,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:20,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:26,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:26,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:31,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:31,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:36,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:36,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:42,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:42,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:47,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:47,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:52,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:52,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:57,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:14:57,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:02,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:02,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:07,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:07,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:12,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:12,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:17,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:17,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:22,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:22,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:27,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:27,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:33,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:33,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:39,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:39,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:44,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:44,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:49,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:49,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:54,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:15:54,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:00,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:00,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:05,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:05,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:10,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:10,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:15,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:15,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:20,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:20,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:25,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:25,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:30,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:30,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:36,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:36,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:41,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:41,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:46,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:46,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:51,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:51,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:56,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:16:56,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:17:01,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:17:01,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:17:06,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:17:06,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:17:12,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:17:12,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:17:17,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
2025-06-14 05:17:17,Work App Usage,{'window': 'python tools/bridge/watchers/reply_handoff_watcher.py | cat - Untitled (Workspace) - Cursor'}
